detection_time,result_text,image_path,result_scores,box
20260618105907,mouse,results\01_detection_results\20260618\IMG_20260618105907.jpg,0.7784982323646545,[(626.9405517578125, 301.167236328125), (832.4953002929688, 648.921630859375)]
